销售日期,扫码销售时间,单品编码,销量(千克),销售单价(元/千克),销售类型,是否打折销售
2023-06-27 00:00:00,15:34:47.132,102900011035078,0.18,20,销售,否
2023-06-27 00:00:00,15:41:37.694,102900005116257,0.436,6,销售,否
2023-06-27 00:00:00,15:41:38.63,102900011016701,0.388,5.2,销售,否
2023-06-27 00:00:00,15:41:38.815,102900005115762,0.606,4,销售,否
2023-06-27 00:00:00,15:42:18.521,102900005118831,1,6.8,销售,否
2023-06-27 00:00:00,15:42:28.43,102900011022764,0.234,12,销售,否
2023-06-27 00:00:00,15:42:28.836,102900005119975,0.31,5.2,销售,否
2023-06-27 00:00:00,15:42:58.487,102900011016701,0.446,5.2,销售,否
2023-06-27 00:00:00,15:44:28.361,102900011016701,0.194,5.2,销售,否
2023-06-27 00:00:00,15:44:58.852,102900005115762,0.556,4,销售,否
2023-06-27 00:00:00,15:44:59.37,102900005115786,0.379,4,销售,否
2023-06-27 00:00:00,15:44:59.866,102900011034330,1,3.3,销售,是
2023-06-27 00:00:00,15:49:16.283,102900011008164,0.523,5.2,销售,否
2023-06-27 00:00:00,15:54:26.764,102900011030097,1,4.5,销售,否
2023-06-27 00:00:00,15:54:31.108,102900005116714,0.401,12,销售,否
2023-06-27 00:00:00,15:58:28.17,102900005119975,0.233,5.2,销售,否
2023-06-27 00:00:00,16:03:40.545,102900011035740,1,5.8,销售,否
2023-06-27 00:00:00,16:04:15.623,102900011034439,1,5.8,销售,否
2023-06-27 00:00:00,16:06:32.961,102900005115779,0.251,9.2,销售,否
2023-06-27 00:00:00,16:07:28.448,102900005115786,0.379,4,销售,否
2023-06-27 00:00:00,16:11:06.033,102900011001691,0.294,14,销售,否
2023-06-27 00:00:00,16:12:24.373,102900011030059,1,4.5,销售,否
2023-06-27 00:00:00,16:17:50.1,102900005115786,0.404,4,销售,否
2023-06-27 00:00:00,16:18:36.045,102900005115946,0.772,6,销售,否
2023-06-27 00:00:00,16:22:03.257,102900011023464,0.349,5.2,销售,否
2023-06-27 00:00:00,16:24:31.027,102900005116714,0.368,12,销售,否
2023-06-27 00:00:00,16:27:21.951,102900005115946,0.604,6,销售,否
2023-06-27 00:00:00,16:27:45.899,102900005115823,0.101,8,销售,否
2023-06-27 00:00:00,16:27:46.692,102900011008164,0.233,5.2,销售,否
2023-06-27 00:00:00,16:29:01.302,102900011035078,0.15,20,销售,否
2023-06-27 00:00:00,16:36:05.318,102900011008164,0.33,5.2,销售,否
2023-06-27 00:00:00,16:40:42.358,102900005115250,0.142,24,销售,否
2023-06-27 00:00:00,16:41:28.788,102900005115823,0.314,8,销售,否
2023-06-27 00:00:00,16:43:11.858,102900011032251,1,5.9,销售,否
2023-06-27 00:00:00,16:45:41.6,102900005119975,0.233,5.2,销售,否
2023-06-27 00:00:00,16:45:42.212,102900005115984,0.293,7.2,销售,否
2023-06-27 00:00:00,16:45:44.134,102900011033982,0.512,9,销售,否
2023-06-27 00:00:00,16:47:06.092,102900011007969,0.218,9.2,销售,否
2023-06-27 00:00:00,16:47:11.405,102900011022764,0.309,12,销售,否
2023-06-27 00:00:00,16:49:36.583,102900005119975,0.504,5.2,销售,否
2023-06-27 00:00:00,16:50:37.875,102900005115786,1.086,4,销售,否
2023-06-27 00:00:00,16:50:38.127,102900011000328,0.485,12,销售,否
2023-06-27 00:00:00,16:50:38.895,102900011035078,0.245,20,销售,否
2023-06-27 00:00:00,16:51:29.687,102900005115250,0.113,24,销售,否
2023-06-27 00:00:00,16:51:49.123,102900005116714,0.426,12,销售,否
2023-06-27 00:00:00,16:52:02.138,102900005115762,0.505,4,销售,否
2023-06-27 00:00:00,16:52:59.639,102900011006948,0.494,13.2,销售,否
2023-06-27 00:00:00,16:54:47.936,102900011030097,1,4.5,销售,否
2023-06-27 00:00:00,16:57:55.856,102900005119975,0.426,5.2,销售,否
2023-06-27 00:00:00,16:58:01.358,102900011030110,1,6.8,销售,否
2023-06-27 00:00:00,16:58:09.795,102900005115250,0.271,24,销售,否
2023-06-27 00:00:00,17:01:29.623,102900005116714,1.062,12,销售,否
2023-06-27 00:00:00,17:02:38.243,102900005119975,0.213,5.2,销售,否
2023-06-27 00:00:00,17:05:43.87,102900011032022,1,2.8,销售,否
2023-06-27 00:00:00,17:07:59.139,102900005115250,0.121,24,销售,否
2023-06-27 00:00:00,17:09:50.717,102900011030110,1,6.8,销售,否
2023-06-27 00:00:00,17:10:05.92,102900051000463,0.553,8,销售,否
2023-06-27 00:00:00,17:10:23.092,102900011008164,0.795,5.2,销售,否
2023-06-27 00:00:00,17:10:42.295,102900005118831,1,6.8,销售,否
2023-06-27 00:00:00,17:12:54.121,102900011031100,1,5.8,销售,否
2023-06-27 00:00:00,17:12:55.062,102900005115250,0.129,24,销售,否
2023-06-27 00:00:00,17:21:08.725,102900005116714,0.51,12,销售,否
2023-06-27 00:00:00,17:23:55.832,102900005119975,0.233,5.2,销售,否
2023-06-27 00:00:00,17:25:01.78,102900011018132,0.385,26,销售,否
2023-06-27 00:00:00,17:25:31.99,102900011016701,0.271,5.2,销售,否
2023-06-27 00:00:00,17:26:09.226,102900005118831,1,6.8,销售,否
2023-06-27 00:00:00,17:32:16.735,102900005118831,1,6.8,销售,否
2023-06-27 00:00:00,17:33:23.389,102900005115786,0.429,4,销售,否
2023-06-27 00:00:00,17:33:40.295,102900005116509,0.503,6,销售,否
2023-06-27 00:00:00,17:36:01.129,102900011016701,0.833,5.2,销售,否
2023-06-27 00:00:00,17:36:16.708,102900005115786,0.328,4,销售,否
2023-06-27 00:00:00,17:38:48.736,102900011016701,0.872,5.2,销售,否
2023-06-27 00:00:00,17:39:16.834,102900011031100,1,5.8,销售,否
2023-06-27 00:00:00,17:39:17.336,102900011032022,1,2.8,销售,否
2023-06-27 00:00:00,17:39:17.509,102900005115762,0.581,4,销售,否
2023-06-27 00:00:00,17:42:23.62,102900005115786,0.48,4,销售,否
2023-06-27 00:00:00,17:42:26.639,106971533450003,1,3,销售,否
2023-06-27 00:00:00,17:45:12.686,102900005115786,0.48,4,销售,否
2023-06-27 00:00:00,17:45:22.311,102900005116714,0.56,12,销售,否
2023-06-27 00:00:00,17:45:25.155,102900005115762,0.581,4,销售,否
2023-06-27 00:00:00,17:45:41.13,102900005116714,0.326,12,销售,否
2023-06-27 00:00:00,17:45:41.332,102900005116899,0.332,16,销售,否
2023-06-27 00:00:00,17:45:42.357,102900011032343,0.144,20.8,销售,否
2023-06-27 00:00:00,17:45:42.936,102900011032343,0.12,12.5,销售,是
2023-06-27 00:00:00,17:45:43.3,102900011031100,1,5.8,销售,否
2023-06-27 00:00:00,17:46:10.795,102900011030059,1,4.5,销售,否
2023-06-27 00:00:00,17:46:24.937,106971533450003,1,3,销售,否
2023-06-27 00:00:00,17:46:26.121,102900005116899,0.47,16,销售,否
2023-06-27 00:00:00,17:50:52.23,102900011030110,1,6.8,销售,否
2023-06-27 00:00:00,17:52:28.861,102900011035078,0.22,20,销售,否
2023-06-27 00:00:00,17:53:33.697,102900005116714,0.343,12,销售,否
2023-06-27 00:00:00,17:54:44.632,102900005115786,0.606,4,销售,否
2023-06-27 00:00:00,17:54:44.835,102900005115762,0.581,4,销售,否
2023-06-27 00:00:00,17:56:51.09,102900011023464,0.291,5.2,销售,否
2023-06-27 00:00:00,17:57:31.672,102900005118831,1,6.8,销售,否
2023-06-27 00:00:00,18:02:16.774,102900005115786,0.379,4,销售,否
2023-06-27 00:00:00,18:03:06.611,102900011022764,0.334,12,销售,否
2023-06-27 00:00:00,18:03:56.001,102900011032848,1,4.8,销售,否
2023-06-27 00:00:00,18:04:13.268,102900005116714,0.627,12,销售,否
2023-06-27 00:00:00,18:04:13.485,102900011030059,1,4.5,销售,否
2023-06-27 00:00:00,18:04:44.956,102900011023464,0.33,5.2,销售,否
2023-06-27 00:00:00,18:04:45.162,102900005115786,0.379,4,销售,否
2023-06-27 00:00:00,18:06:18.867,102900005115786,0.379,4,销售,否
2023-06-27 00:00:00,18:06:19.056,102900011016701,0.33,5.2,销售,否
2023-06-27 00:00:00,18:06:47.256,106971533450003,1,3,销售,否
2023-06-27 00:00:00,18:07:01.602,106971533450003,1,3,销售,否
2023-06-27 00:00:00,18:07:02.128,102900011032848,1,4.8,销售,否
2023-06-27 00:00:00,18:07:02.306,102900011032022,1,2.8,销售,否
2023-06-27 00:00:00,18:08:04.835,102900011000328,0.368,12,销售,否
2023-06-27 00:00:00,18:08:33.248,102900011023464,0.194,5.2,销售,否
2023-06-27 00:00:00,18:09:54.283,102900011030059,1,4.5,销售,否
2023-06-27 00:00:00,18:11:00.618,102900011032848,1,4.8,销售,否
2023-06-27 00:00:00,18:13:50.333,102900011035078,0.21,20,销售,否
2023-06-27 00:00:00,18:13:52.584,102900011030097,1,4.5,销售,否
2023-06-27 00:00:00,18:13:53.438,102900005119975,0.271,5.2,销售,否
2023-06-27 00:00:00,18:13:53.643,102900005115786,0.328,4,销售,否
2023-06-27 00:00:00,18:14:43.964,102900005115946,0.52,6,销售,否
2023-06-27 00:00:00,18:15:04.217,102900011031100,1,5.8,销售,否
2023-06-27 00:00:00,18:16:25.438,102900005115786,0.379,4,销售,否
2023-06-27 00:00:00,18:16:25.637,102900011034439,1,5.8,销售,否
2023-06-27 00:00:00,18:16:34.045,102900011030097,1,4.5,销售,否
2023-06-27 00:00:00,18:16:45.514,102900005118831,1,6.8,销售,否
2023-06-27 00:00:00,18:16:52.905,102900011023464,0.368,5.2,销售,否
2023-06-27 00:00:00,18:19:00.412,102900011034330,1,5.5,销售,否
2023-06-27 00:00:00,18:19:29.248,102900005116714,0.719,12,销售,否
2023-06-27 00:00:00,18:21:14.139,102900011030059,1,4.5,销售,否
2023-06-27 00:00:00,18:21:35.347,102900005115786,0.404,4,销售,否
2023-06-27 00:00:00,18:21:45.904,102900005115786,0.404,4,销售,否
2023-06-27 00:00:00,18:24:21.676,102900011023464,0.174,5.2,销售,否
2023-06-27 00:00:00,18:24:22.117,102900005115250,0.038,24,销售,否
2023-06-27 00:00:00,18:25:00.108,102900011000328,0.326,12,销售,否
2023-06-27 00:00:00,18:25:00.28,102900005115250,0.121,24,销售,否
2023-06-27 00:00:00,18:25:02.076,102900005115786,0.354,4,销售,否
2023-06-27 00:00:00,18:25:39.708,102900011031100,1,5.8,销售,否
2023-06-27 00:00:00,18:34:30.001,102900005116714,0.393,12,销售,否
2023-06-27 00:00:00,18:34:56.296,102900011031100,1,5.8,销售,否
2023-06-27 00:00:00,18:36:38.748,102900011032251,1,5.9,销售,否
2023-06-27 00:00:00,18:36:40.795,102900011023464,0.31,5.2,销售,否
2023-06-27 00:00:00,18:36:43.686,102900011030110,1,6.8,销售,否
2023-06-27 00:00:00,18:36:53.998,102900005118831,1,6.8,销售,否
2023-06-27 00:00:00,18:36:59.277,102900011000328,0.117,12,销售,否
2023-06-27 00:00:00,18:37:27.818,102900011030059,1,4.5,销售,否
2023-06-27 00:00:00,18:37:41.432,102900005118831,1,6.8,销售,否
2023-06-27 00:00:00,18:42:07.093,102900011000328,0.251,12,销售,否
2023-06-27 00:00:00,18:42:08.404,102900011031100,1,5.8,销售,否
2023-06-27 00:00:00,18:44:13.797,102900011016701,0.426,5.2,销售,否
2023-06-27 00:00:00,18:45:30.412,102900005118824,0.307,9.6,销售,是
2023-06-27 00:00:00,18:49:35.49,106949711300259,1,1.2,销售,是
2023-06-27 00:00:00,18:49:35.591,106949711300259,1,1.2,销售,是
2023-06-27 00:00:00,18:49:35.697,102900011034330,1,3.3,销售,是
2023-06-27 00:00:00,18:49:57.894,102900005116714,0.418,12,销售,否
2023-06-27 00:00:00,18:49:58.27,102900005116899,0.219,8,销售,是
2023-06-27 00:00:00,18:49:58.58,102900011030059,1,4.5,销售,否
2023-06-27 00:00:00,18:49:59.089,102900011032848,1,4.8,销售,否
2023-06-27 00:00:00,18:51:34.983,102900011031100,1,5.8,销售,否
2023-06-27 00:00:00,18:54:10.535,102900005118831,1,6.8,销售,否
2023-06-27 00:00:00,18:58:05.916,102900011030110,1,6.8,销售,否
2023-06-27 00:00:00,19:08:36.842,102900051000944,0.389,26,销售,是
2023-06-27 00:00:00,19:08:51.467,102900051000944,0.343,26,销售,是
2023-06-27 00:00:00,19:09:14.031,106949711300259,1,1.2,销售,是
2023-06-27 00:00:00,19:26:35.172,102900005115946,0.805,3.6,销售,是
2023-06-27 00:00:00,19:28:39.82,102900051000944,0.293,13,销售,是
2023-06-27 00:00:00,19:28:40.136,102900011016701,0.368,5.2,销售,否
2023-06-27 00:00:00,19:29:36.451,102900011032732,0.245,18,销售,是
2023-06-27 00:00:00,19:30:53.046,102900005118824,0.432,9.6,销售,是
2023-06-27 00:00:00,19:32:33.513,102900005115946,0.302,3.6,销售,是
2023-06-27 00:00:00,19:33:22.06,102900051000944,0.343,13,销售,是
2023-06-27 00:00:00,19:33:22.213,102900051000944,0.297,13,销售,是
2023-06-27 00:00:00,19:33:45.922,102900011000328,0.326,12,销售,否
2023-06-27 00:00:00,19:36:33.58,102900005118831,1,6.8,销售,否
2023-06-27 00:00:00,19:38:32.248,102900011018132,0.339,26,销售,否
2023-06-27 00:00:00,19:38:32.452,102900051000944,0.274,13,销售,是
2023-06-27 00:00:00,19:47:37.798,102900011016701,0.252,5.2,销售,否
2023-06-27 00:00:00,19:47:39.055,102900005118824,0.295,9.6,销售,是
2023-06-27 00:00:00,19:48:57.419,102900011031100,1,5.8,销售,否
2023-06-27 00:00:00,19:49:11.858,102900005115946,0.269,3.6,销售,是
2023-06-27 00:00:00,19:49:11.985,102900005115946,0.252,3.6,销售,是
2023-06-27 00:00:00,19:50:39.094,102900011016701,0.407,5.2,销售,否
2023-06-27 00:00:00,19:53:41.061,102900005115250,0.196,24,销售,否
2023-06-27 00:00:00,19:58:39.336,102900005115250,0.23,24,销售,否
2023-06-27 00:00:00,19:58:40.186,102900051000944,0.189,13,销售,是
2023-06-27 00:00:00,20:02:39.712,102900011031100,1,5.8,销售,否
2023-06-27 00:00:00,20:03:28.134,102900005118824,0.332,9.6,销售,是
2023-06-27 00:00:00,20:04:26.024,102900011022764,0.368,12,销售,否
2023-06-27 00:00:00,20:04:40.143,102900011022764,0.36,12,销售,否
2023-06-27 00:00:00,20:05:27.119,102900011030110,1,4.1,销售,是
2023-06-27 00:00:00,20:06:01.473,102900051000944,0.297,13,销售,是
2023-06-27 00:00:00,20:06:39.936,106971533450003,1,3,销售,否
2023-06-27 00:00:00,20:09:25.296,102900005116714,0.46,12,销售,否
2023-06-27 00:00:00,20:09:25.509,102900011032251,1,5.9,销售,否
2023-06-27 00:00:00,20:09:27.273,102900011034439,1,5.8,销售,否
2023-06-27 00:00:00,20:09:27.466,102900005116257,0.554,6,销售,否
2023-06-27 00:00:00,20:09:28.731,106971533450003,1,3,销售,否
2023-06-27 00:00:00,20:11:38.701,102900005116714,0.435,12,销售,否
2023-06-27 00:00:00,20:12:02.263,102900005116714,0.41,12,销售,否
2023-06-27 00:00:00,20:12:02.676,102900005116899,0.313,8,销售,是
2023-06-27 00:00:00,20:12:04.322,106949711300259,1,1.2,销售,是
2023-06-27 00:00:00,20:14:02.643,102900051000944,0.231,13,销售,是
2023-06-27 00:00:00,20:14:02.772,102900005118824,0.363,9.6,销售,是
2023-06-27 00:00:00,20:14:02.902,106949711300259,1,1.2,销售,是
2023-06-27 00:00:00,20:14:08.136,102900011000328,0.544,12,销售,否
2023-06-27 00:00:00,20:14:08.343,102900011030059,1,4.5,销售,否
2023-06-27 00:00:00,20:16:36.593,102900005115250,0.192,24,销售,否
2023-06-27 00:00:00,20:18:57.475,102900011016701,0.601,5.2,销售,否
2023-06-27 00:00:00,20:18:57.689,102900005116509,0.42,6,销售,否
2023-06-27 00:00:00,20:21:22.185,102900011016701,0.426,5.2,销售,否
2023-06-27 00:00:00,20:21:22.615,102900011030097,1,4.5,销售,否
2023-06-27 00:00:00,20:21:23.477,106949711300259,1,1.2,销售,是
2023-06-27 00:00:00,20:21:49.342,102900011030110,1,6.8,销售,是
2023-06-27 00:00:00,20:23:07.186,102900011001691,0.33,14,销售,否
2023-06-27 00:00:00,20:23:27.056,102900005115946,0.285,3.6,销售,是
2023-06-27 00:00:00,20:23:57.293,102900005115946,0.302,3.6,销售,是
2023-06-27 00:00:00,20:24:46.179,102900051000944,0.281,13,销售,是
2023-06-27 00:00:00,20:27:38.909,106949711300259,1,1.2,销售,是
2023-06-27 00:00:00,20:28:02.611,102900005115250,0.284,24,销售,否
2023-06-27 00:00:00,20:30:16.639,102900011016701,0.388,5.2,销售,否
2023-06-27 00:00:00,20:33:36.159,102900011030059,1,3.6,销售,是
2023-06-27 00:00:00,20:34:07.07,102900011030097,1,4.5,销售,否
2023-06-27 00:00:00,20:34:28.609,102900005116714,1.271,12,销售,否
2023-06-27 00:00:00,20:38:27.811,102900005115250,0.1,24,销售,否
2023-06-27 00:00:00,20:39:02.927,102900005118831,1,4.1,销售,是
2023-06-27 00:00:00,20:39:29.905,102900005118824,0.363,9.6,销售,是
2023-06-27 00:00:00,20:39:59.93,102900011031100,1,5.8,销售,否
2023-06-27 00:00:00,20:40:47.796,102900005118824,0.338,9.6,销售,是
2023-06-27 00:00:00,20:40:48.535,102900051000944,0.455,13,销售,是
2023-06-27 00:00:00,20:40:48.79,102900005116714,0.585,12,销售,否
2023-06-27 00:00:00,20:43:00.239,102900011016701,0.485,5.2,销售,否
2023-06-27 00:00:00,20:43:46.694,102900011030110,1,3.4,销售,是
2023-06-27 00:00:00,20:44:04.655,102900011034330,1,3.3,销售,是
2023-06-27 00:00:00,20:45:01.523,102900005115250,0.196,24,销售,否
2023-06-27 00:00:00,20:45:42.061,102900005116714,0.368,12,销售,否
2023-06-27 00:00:00,20:46:20.224,102900011030110,1,4.1,销售,是
2023-06-27 00:00:00,20:47:07.436,102900011030110,1,6.8,销售,是
2023-06-27 00:00:00,20:47:15.998,102900011032343,0.438,12.5,销售,是
2023-06-27 00:00:00,20:47:16.13,102900011030097,1,3.6,销售,是
2023-06-27 00:00:00,20:47:40.78,102900005118831,1,6.8,销售,是
2023-06-27 00:00:00,20:47:44.03,102900005118831,1,6.8,销售,是
2023-06-27 00:00:00,20:48:10.998,102900011036686,1,3.9,销售,是
2023-06-27 00:00:00,20:48:39.998,102900005118824,0.32,16,销售,是
2023-06-27 00:00:00,20:48:55.983,102900011022764,0.426,12,销售,否
2023-06-27 00:00:00,20:51:52.984,102900005116899,0.15,8,销售,是
2023-06-27 00:00:00,20:51:53.111,102900005116899,0.194,8,销售,是
2023-06-27 00:00:00,20:51:53.236,102900005116714,0.309,12,销售,否
2023-06-27 00:00:00,20:52:09.887,102900005116714,0.343,12,销售,否
2023-06-27 00:00:00,20:52:10.895,102900011032022,1,1.7,销售,是
2023-06-27 00:00:00,20:52:11.004,102900011032022,1,1.7,销售,是
2023-06-27 00:00:00,20:53:38.332,102900005116257,0.252,6,销售,否
2023-06-27 00:00:00,20:55:53.342,102900011032343,0.207,12.5,销售,是
2023-06-27 00:00:00,20:56:13.835,102900011030097,1,3.6,销售,是
2023-06-27 00:00:00,21:00:14.408,102900011030097,1,3.6,销售,是
2023-06-27 00:00:00,21:04:14.155,102900011032343,0.135,20.8,销售,是
2023-06-27 00:00:00,21:08:54.186,106949711300259,1,1.2,销售,是
2023-06-27 00:00:00,21:08:54.524,102900011034330,1,3.3,销售,是
2023-06-27 00:00:00,21:08:55.063,102900011030110,1,3.4,销售,是
2023-06-27 00:00:00,21:09:04.139,102900011016701,0.097,5.2,销售,否
2023-06-27 00:00:00,21:09:06.467,102900011032848,1,4.8,销售,否
2023-06-27 00:00:00,21:09:27.957,102900005115250,0.192,24,销售,否
2023-06-27 00:00:00,21:19:10.061,102900005116899,0.47,8,销售,是
2023-06-27 00:00:00,21:22:14.296,102900011035078,0.19,12,销售,是
2023-06-27 00:00:00,21:23:26.654,102900005116257,0.453,6,销售,否
2023-06-27 00:00:00,21:23:26.858,102900011016701,0.252,5.2,销售,否
2023-06-27 00:00:00,21:25:44.805,102900011032251,1,5.9,销售,否
2023-06-27 00:00:00,21:25:45.19,102900011035078,0.24,20,销售,否
2023-06-27 00:00:00,21:25:46.211,102900011032343,0.202,12.5,销售,是
2023-06-27 00:00:00,21:25:53.123,102900011032848,1,4.8,销售,否
2023-06-27 00:00:00,21:26:23.004,102900005116257,0.302,6,销售,否
2023-06-27 00:00:00,21:27:59.965,102900011030110,1,3.4,销售,是
2023-06-27 00:00:00,21:28:00.29,102900011030110,1,3.4,销售,是
2023-06-28 00:00:00,09:11:22.811,102900005116899,0.276,16,销售,否
2023-06-28 00:00:00,09:16:54.579,102900011030059,1,4.5,销售,否
2023-06-28 00:00:00,09:16:55.117,102900011030097,1,4.5,销售,否
2023-06-28 00:00:00,09:16:55.288,102900005115762,0.625,3.4,销售,否
2023-06-28 00:00:00,09:24:03.391,102900051000944,0.193,26,销售,否
2023-06-28 00:00:00,09:24:46.926,102900011023464,0.504,5.2,销售,否
2023-06-28 00:00:00,09:26:38.363,102900005116899,0.746,16,销售,否
2023-06-28 00:00:00,09:28:18.765,102900011008164,0.213,5.2,销售,否
2023-06-28 00:00:00,09:28:28.143,102900011000328,0.418,12,销售,否
2023-06-28 00:00:00,09:30:54.514,102900011016701,0.136,5.2,销售,否
2023-06-28 00:00:00,09:32:25.483,102900005115946,0.487,6,销售,否
2023-06-28 00:00:00,09:32:56.936,102900005115786,0.833,3.4,销售,否
2023-06-28 00:00:00,09:33:46.03,102900005116257,0.94,6,销售,否
2023-06-28 00:00:00,09:33:55.53,102900005115762,0.506,3.4,销售,否
2023-06-28 00:00:00,09:34:15.291,102900011000328,0.268,12,销售,否
2023-06-28 00:00:00,09:36:02.358,102900005115946,0.47,6,销售,否
2023-06-28 00:00:00,09:36:17.264,106949711300259,1,2,销售,否
2023-06-28 00:00:00,09:38:37.857,102900005116714,0.46,12,销售,否
2023-06-28 00:00:00,09:38:39.053,102900011030059,1,4.5,销售,否
2023-06-28 00:00:00,09:39:07.264,102900011030097,1,4.5,销售,否
2023-06-28 00:00:00,09:39:20.139,102900011016701,0.33,5.2,销售,否
2023-06-28 00:00:00,09:39:23.214,102900011031100,1,5.8,销售,否
2023-06-28 00:00:00,09:39:23.414,102900011032022,1,2.8,销售,否
2023-06-28 00:00:00,09:39:23.59,102900011030059,1,4.5,销售,否
2023-06-28 00:00:00,09:40:15.645,102900005115786,0.774,3.4,销售,否
2023-06-28 00:00:00,09:41:36.66,102900005116714,0.376,12,销售,否
2023-06-28 00:00:00,09:41:37.04,102900005118831,1,6.8,销售,否
2023-06-28 00:00:00,09:41:37.799,102900005115786,0.446,3.4,销售,否
2023-06-28 00:00:00,09:42:12.217,102900011030059,1,4.5,销售,否
2023-06-28 00:00:00,09:42:46.265,102900005115786,0.387,3.4,销售,否
2023-06-28 00:00:00,09:42:46.464,102900011022764,0.293,12,销售,否
2023-06-28 00:00:00,09:43:21.733,102900011016701,0.446,5.2,销售,否
2023-06-28 00:00:00,09:43:47.406,102900005115786,0.446,3.4,销售,否
2023-06-28 00:00:00,09:44:23.44,102900005116714,0.368,12,销售,否
2023-06-28 00:00:00,09:44:23.663,102900005115908,0.302,6,销售,否
2023-06-28 00:00:00,09:44:23.876,102900011007969,0.295,9.2,销售,否
2023-06-28 00:00:00,09:45:13.561,102900005115786,0.357,3.4,销售,否
2023-06-28 00:00:00,09:45:46.211,102900011008164,0.407,5.2,销售,否
2023-06-28 00:00:00,09:45:46.661,102900011022764,0.309,12,销售,否
2023-06-28 00:00:00,09:45:57.507,102900011034330,1,5.5,销售,否
2023-06-28 00:00:00,09:45:58.305,102900011008164,0.465,5.2,销售,否
2023-06-28 00:00:00,09:45:58.504,102900011023464,0.349,5.2,销售,否
2023-06-28 00:00:00,09:45:58.906,102900005115250,0.163,24,销售,否
2023-06-28 00:00:00,09:46:06.755,102900011023464,0.465,5.2,销售,否
2023-06-28 00:00:00,09:46:28.896,106949711300259,1,2,销售,否
2023-06-28 00:00:00,09:47:52.717,102900051000944,0.412,26,销售,否
2023-06-28 00:00:00,09:48:13.58,102900005115762,0.506,3.4,销售,否
2023-06-28 00:00:00,09:48:13.772,102900005115908,0.302,6,销售,否
2023-06-28 00:00:00,09:48:54.17,102900011032251,1,5.9,销售,否
2023-06-28 00:00:00,09:48:59.604,102900005115786,0.476,3.4,销售,否
2023-06-28 00:00:00,09:48:59.814,102900005115762,0.327,3.4,销售,否
2023-06-28 00:00:00,09:49:00.432,102900005116714,0.368,12,销售,否
2023-06-28 00:00:00,09:49:00.63,102900011030059,1,4.5,销售,否
2023-06-28 00:00:00,09:50:56.936,102900005115946,0.252,6,销售,否
2023-06-28 00:00:00,09:51:40.045,102900005115762,0.536,3.4,销售,否
2023-06-28 00:00:00,09:51:42.373,102900005116714,0.418,12,销售,否
2023-06-28 00:00:00,09:51:50.326,102900011034439,1,5.8,销售,否
2023-06-28 00:00:00,09:53:31.373,102900011001691,0.244,14,销售,否
2023-06-28 00:00:00,09:54:12.511,102900005116714,0.385,12,销售,否
2023-06-28 00:00:00,09:56:11.42,102900011008164,0.795,5.2,销售,否
2023-06-28 00:00:00,09:56:22.78,102900005115786,0.893,3.4,销售,否
2023-06-28 00:00:00,09:56:46.076,102900005118831,1,6.8,销售,是
2023-06-28 00:00:00,09:57:53.103,102900011032343,0.298,20.8,销售,否
2023-06-28 00:00:00,09:59:04.388,102900005115786,0.476,3.4,销售,否
2023-06-28 00:00:00,10:02:19.733,102900011000328,0.293,12,销售,否
2023-06-28 00:00:00,10:02:39.076,102900011000328,0.661,12,销售,否
2023-06-28 00:00:00,10:04:04.134,102900011030110,1,6.8,销售,否
2023-06-28 00:00:00,10:04:04.313,102900005118831,1,6.8,销售,否
2023-06-28 00:00:00,10:04:27.061,102900011031100,1,5.8,销售,否
2023-06-28 00:00:00,10:04:29.373,102900005116714,0.368,12,销售,否
2023-06-28 00:00:00,10:04:51.655,102900011008164,0.465,5.2,销售,否
2023-06-28 00:00:00,10:07:51.217,102900011034330,1,5.5,销售,否
2023-06-28 00:00:00,10:08:08.729,102900005115786,0.387,3.4,销售,否
2023-06-28 00:00:00,10:08:47.86,106971533450003,1,3,销售,否
2023-06-28 00:00:00,10:10:49.995,102900011031926,1,3.8,销售,否
2023-06-28 00:00:00,10:12:08.993,102900011008164,0.446,5.2,销售,否
2023-06-28 00:00:00,10:13:24.278,102900005115786,0.298,3.4,销售,否
2023-06-28 00:00:00,10:13:24.477,102900005115786,0.387,3.4,销售,否
2023-06-28 00:00:00,10:15:26.045,102900005115250,0.138,24,销售,否
2023-06-28 00:00:00,10:15:29.967,102900005115786,0.446,3.4,销售,否
2023-06-28 00:00:00,10:16:42.672,102900011016701,0.194,5.2,销售,否
2023-06-28 00:00:00,10:16:43.777,102900011030059,1,4.5,销售,否
2023-06-28 00:00:00,10:16:53.717,102900005116509,0.537,6,销售,否
2023-06-28 00:00:00,10:18:17.126,102900011032022,1,2.8,销售,否
2023-06-28 00:00:00,10:20:06.72,102900011008164,0.407,5.2,销售,否
2023-06-28 00:00:00,10:20:06.929,102900005115946,0.621,6,销售,否
2023-06-28 00:00:00,10:26:49.387,102900005115823,0.201,8,销售,否
2023-06-28 00:00:00,10:26:50.273,102900005119975,0.231,4.8,销售,否
2023-06-28 00:00:00,10:31:16.225,102900011000328,0.343,12,销售,否
2023-06-28 00:00:00,10:31:16.431,102900011023464,0.155,5.2,销售,否
2023-06-28 00:00:00,10:31:22.17,102900011035078,0.25,20,销售,否
2023-06-28 00:00:00,10:31:33.248,102900011016701,0.523,5.2,销售,否
2023-06-28 00:00:00,10:37:04.873,102900005115250,0.113,24,销售,否
2023-06-28 00:00:00,10:37:06.795,102900005115823,0.289,8,销售,否
